sha256,changwat,constituency,polling_station,amphoe,tambon,choice_number,choice_name,choice_label,votes,ballots_valid,station_vote_share,turnout_rate,invalid_rate,validation_passed
d0fd93307f79d2009d877e4c073a632f98ba86714214fe5beedacc3b493a9ec8,ลำปาง,1,54,เมืองลำปาง,สุขชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,167,331,0.5045317220543807,0.6514886164623468,0.016129032258064516,False
3390e60c0797905b6ac7b85c7ad90635e2119c9f685f18019747eecf773112a5,ลำปาง,1,4,เมือง,ต้น ธงชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,167,389,0.42930591259640105,0.6912442396313364,0.057777777777777775,False
aa82a2d42774351f1cba11fc60c7e571fba0fa92e224dbe7cc7dcfa67f950435,ลำปาง,1,1,เขตร้อยสามแยก,มูลนายอิมพ,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,166,387,0.4289405684754522,1.0,0.11981566820276497,False
fad324aa2946d25f8f278d1d45d3b3908d6d9b849d07919c63cc9a59619a2256,ลำปาง,1,2,หัวคิด,หนองพลูม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,165,341,0.4838709677419355,1.0,0.0291005291005291,False
ffd0e69f6d071df5c424f8126dc2c706adbab1f48d7eb51b63e48a0f279f7485,ลำปาง,1,9,เมือง,เรื่องเหนือ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,164,367,0.44686648501362397,0.6380368098159509,0.019230769230769232,False
017e407e54aeef30e3b729e9d86d0b1faa90f573ed843fee71bf7fca9076fe4b,ลำปาง,1,1,น้ำปาปาง,ป่าเปา,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,164,372,0.44086021505376344,0.7472527472527473,0.03431372549019608,False
b60109796d99b96f4e3fafe645cd9ac37e87d70b9671db1dd8853e776e037a6b,ลำปาง,1,4,หัวจักร,20167,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,162,328,0.49390243902439024,1.0,0.064,False
799d1e1a5c59cf13267c83b2b37db38630adda20b0c12e1a9f5ad07bfca31ec1,ลำปาง,1,14,เขตเลือกตั้งที่ 1,ม01163,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,162,312,0.5192307692307693,0.7055449330783938,0.018970189701897018,False
030889866b59d4d3aad16eaeaf17d033a92ccc2cb84ce61553eb628aa60876a0,ลำปาง,1,70,เมือง,ธมพ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,162,366,0.4426229508196721,0.6282420749279539,0.05963302752293578,True
af90de34d87d7d49ccb9ae74cf1e70053b16ad112653a8b2f694c4211315e484,ลำปาง,1,40,สุขใจ,สุขใจ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,162,372,0.43548387096774194,0.6829268292682927,0.03333333333333333,True
d61a3bab525cf88c31376f4e8cf30602d0a736b8dc99831b4ad07f01677002e7,ลำปาง,1,5,เมืองลำปาง,กำแพง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,161,374,0.4304812834224599,0.6931818181818182,0.03981264637002342,False
c8003f10d609e3098ab31b626a0770c39ca44857906024c1f9e060b30a5f2879,ลำปาง,1,70,เมือง,ธมพ.,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,161,359,0.44846796657381616,0.6406995230524642,0.22332506203473945,False
10399e1dd410b6703e120e2e7f13dbb631faf0b96ab65a51c64a1dd4c006a193,ลำปาง,1,3,เลื่องลำปาง,สำเนียงชัย,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,161,380,0.4236842105263158,0.6954545454545454,0.04793028322440087,False
88d42294967b0e0376767e7debf53cb01c404f01592af24fb20082825fdd9533,ลำปาง,1,5,กำแพงเพชร,ปอดดาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,160,405,0.3950617283950617,0.7390625,0.046511627906976744,True
52212598f774177496e713576e6081af7ba593f7eafa2a94dc6366a7589ed65d,ลำปาง,1,2,อำเภอ/เขต ห้างสรรพสินค้า,ตำบล/แขวง/เทศบาล เมืองฯลฯ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,160,415,0.3855421686746988,9.53191489361702,0.04017857142857143,True
ec5239596ecfe9cfc645bc0640f762746d995a39bd00a733de7576d3dc257b50,ลำปาง,1,12,กำจัดรถ,เมืองฯ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,156,347,0.4495677233429395,0.6673076923076923,0.05475504322766571,False
7c53471b4871a21793095a2cb492521e2724f10263e372f7f97315985b78204c,ลำปาง,1,4,เมืองลำปาง,ป้อมซัง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,156,340,0.4588235294117647,1.1762917933130699,0.020671834625323,False
0fa050cff60539a7f7ec4d5d6b899ad529d3af29973040bcff4552c132549daa,ลำปาง,1,9,หัวเมืองฯ,หนองฉัตร,1,นายอธิวัฒน์ ศรีไชยยานุพันธ์,พรรคคล้ายธรรม,155,165,0.9393939393939394,1.3508771929824561,0.025974025974025976,False
f9d37490f7f3a215b7ed2566becaf5b087f12c6ef8a4c0cfc38af03caa10f5c2,ลำปาง,1,1,หัวยุทธ,บางจาก,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,155,337,0.4599406528189911,0.7301587301587301,0.029891304347826088,True
cee165fd4b37c7fdf947ada692ebf2e2b1a5fa5389d99df8074eb971e4ce0326,ลำปาง,1,23,เมืองลำปาง,หัวเมือง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,154,256,0.6015625,0.6319148936170212,0.030303030303030304,False
8c522d04d9cdd3dce0eebedf81ede17d7002db0a6b510c40ae44b93dce935b30,ลำปาง,1,37,เมือง,สงขลา,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,154,302,0.5099337748344371,0.6045694200351494,0.023255813953488372,False
e54692d6c9be23409e75cfc4ef3af614804b6d2cbaf84a729227daa9b94d976d,ลำปาง,1,19,กำแพงเพชร,เมืองฯ,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,154,351,0.43874643874643876,0.7641129032258065,0.06068601583113457,False
4f8de688e2dc05c5bb4c37823d8236a128fb6acd9330a4c636f86403307af19f,ลำปาง,1,1,นางจอมุข,เชิงคาว,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,154,349,0.44126074498567336,0.6252252252252253,0.05475504322766571,False
a720c7789c2f3f79330b0941e105bf614999784ea661fe3d6ade136cb4048bb8,ลำปาง,1,18,เมือง,สำโรงชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,153,306,0.5,0.6907630522088354,0.03488372093023256,True
422cbfb098b5e8c95c90eea5f96c61e92f222f997f1d0491b10e5b9372e2cd1a,ลำปาง,1,24,หัวเม็ด,เมืองฯ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,152,389,0.390745501285347,0.8410714285714286,0.050955414012738856,False
1e758037bce51c750ca4a6e20d90666f3bc51d6f7a9f8f208deced54e5f10918,ลำปาง,1,3,เชียงใหม่,เชิงชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,151,380,0.3973684210526316,1.0,0.08120649651972157,False
b44130db3d65a649cdb39861a032d722cd2fb75308317057dd01ce64535d24c9,ลำปาง,1,2,เชียงราย,เชียงตาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,150,367,0.4087193460490463,1.0425531914893618,0.3673469387755102,False
ae32d48e0074c0e8addaa714ea76ea4ed412a906bd832694b4febf2e56cd4ad7,ลำปาง,1,2,เมือง,ป้อมยานพาหนะ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,150,367,0.4087193460490463,0.7472118959107806,0.03233830845771144,False
41aeb26dc7decdccb28ae5bb46a4c7d1c54d518230895a5a92a7198423b5ea3e,ลำปาง,1,73,เมือง,ซมท.,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,148,308,0.4805194805194805,0.6634980988593155,0.05157593123209169,False
ca376088ea0f01ab065a87c01b80a0dc4fd01cf31920e95935f5f3bc219ad875,ลำปาง,1,1,ห้างฉัตร,บางเขน,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,148,329,0.44984802431610943,0.5984095427435387,0.053156146179401995,False
3b65a61de86215fc0d082deebe7d0a4ed4171d222790edc3ca1137f84b5e54f0,ลำปาง,1,4,เมืองล่าง,น้ำเป้า,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,147,317,0.4637223974763407,0.724,0.04143646408839779,True
81c992a43c670dad3801c7d926afe836d15a195ac67c17910c99f51a26b61caf,ลำปาง,1,3,เมือง,ม.ค. 60,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,147,303,0.48514851485148514,0.771689497716895,0.029585798816568046,True
5d657cec16300779e8672dd6a713791bfea9c2d1f87c7d5d6c597e0815359b52,ลำปาง,1,5,เมือง,พระบาท,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,147,340,0.4323529411764706,0.6654991243432574,0.02631578947368421,False
0614618f5745dd81ef08f5ff37cfdd2270e7ec65a2bc0e4f17848662f62d0c33,ลำปาง,1,1,เมือง,ปอหยิ่ว,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,147,299,0.4916387959866221,0.7429193899782135,0.04105571847507331,False
d486ff7d22bb93608fb890bdd2990c60c8ac4851da3016c565590159616a84db,ลำปาง,1,7,เมือง,เขื่อนเหนือ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,146,337,0.4332344213649852,0.6672413793103448,0.046511627906976744,False
0ea206335e9c245b3b3803b937dd238f1bb472c389b62ed26c7318a4a44c5d75,ลำปาง,1,5,เมือง,ปอเรือง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,146,314,0.46496815286624205,0.7348643006263048,0.048295454545454544,False
bfae14babefff793b63cc28a01a5a8f7dfed0afe818ec669ebcbfe438c2c5577,ลำปาง,1,67,เมือง,พระบาทฯ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,145,297,0.4882154882154882,0.6399253731343284,0.03206997084548105,False
7547ae5d03536aef9f2b6b8ca0e40ef77b830d0adb4c99f949a0259e92e017f5,ลำปาง,1,2,หัวเมืองฯ,หนองจิตร,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,143,304,0.47039473684210525,0.7340425531914894,0.043478260869565216,True
558c7a00b454ea4c305b8b75e3aa77d633178c89611079cc3f6a3234361df534,ลำปาง,1,5,หัวเมืองฯ,เลียบคลอง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,142,267,0.5318352059925093,0.6893617021276596,0.06790123456790123,False
4ef9125235bfcefeafdba7e956d5ffbaf28c8ef855be33d602642edc4e5df4ce,ลำปาง,1,2,เมือง,ฟ้าฮ่า,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,142,358,0.39664804469273746,0.65814696485623,0.06796116504854369,True
df768f9a55becfbfaf25f0daebf359568f0a0c94fb7daa02703e777fa6b70949,ลำปาง,1,10,เชิงชิต,ป้อมทอง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,141,321,0.4392523364485981,0.8220720720720721,0.06301369863013699,False
bdf304839611369ab67c26c015e070aae9f1aeb0eaad8a0eded11fdcd6cb1cf2,ลำปาง,1,6,เมืองลำปาง,ทุ่มฝาย,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,141,360,0.39166666666666666,0.7421052631578947,0.08747044917257683,True
514d6a5522c08c46da4fc626663fa0a377cf690362c52d19c68c03f8215310b5,ลำปาง,1,49,เมือง,สมชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,140,290,0.4827586206896552,0.6539923954372624,25.334302325581394,False
3c35738e18f3971a73a0533f74a7df692a4cf62058fe603baa45650a399ecc3a,ลำปาง,1,9,ห้างฉัตร,หนองหล่ม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,140,296,0.47297297297297297,0.7418604651162791,0.003134796238244514,False
bbb2030be068a0c771668f53758eb121d2457a483fd4493688dd7ad87f6cfc11,ลำปาง,1,72,เมือง,ชมพู,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,140,305,0.45901639344262296,0.6666666666666666,0.029940119760479042,True
dc48937e7fc6f88daa28f8f03e0d9bc7f39c1993d1b3186b5d687db010378b37,ลำปาง,1,4,อำเภอ/เขต เมือง,ตำบล/แขวง/เทศบาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,139,271,0.5129151291512916,6.787234042553192,0.034482758620689655,True
aba0b21cb879ef6682b8eacf742bccce57fa9860d541f4c6986c3b4133fab161,ลำปาง,1,8,เมือง,ป่านาเฒ่า,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,139,319,0.43573667711598746,0.7543478260869565,0.037463976945244955,False
d97c65fdf911900af40f38a723fd4c90063175a9bc9be88cf734552aa4c829dc,ลำปาง,1,41,เมือง,ปอแล้ว,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,138,298,0.46308724832214765,0.7084188911704312,0.0463768115942029,True
f0f42d8fa01e8961542a4772057844a9ebc1cc6321d193749e08693209b51a9d,ลำปาง,1,2,เมือง,บ้านเป้า,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,138,328,0.42073170731707316,0.6864244741873805,0.04735376044568245,True
d2554d345b7834f5866c4e4ac426604e702eefad1eef23f2c0c7023078949d9b,ลำปาง,1,11,เมืองลำปาง,ทุ่งบาง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,138,308,0.44805194805194803,0.6729678638941399,0.03651685393258427,True
b090919d1850f64b1d14fc661b7ebf3348b952f5cf0edaaf0e64449c942613c0,ลำปาง,1,13,ห้างฉัตร,เมืองยาว,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,138,321,0.42990654205607476,0.7333333333333333,0.05397727272727273,False
b1db17558508ea49b2bfd8c054fdac397ea51c175a97fdc1c5ae1ec75324bba4,ลำปาง,1,7,เมือง,นิคมพัฒนา,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,137,255,0.5372549019607843,0.8263305322128851,0.020338983050847456,False
ee12d2aa4cceb771d0b7a80a8115a279ebde54021dd81a89880fdb6aac3e6998,ลำปาง,1,9,นางจิกร,แม่สิม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,137,333,0.4114114114114114,0.808695652173913,0.043010752688172046,False
11bfd03a154a8c57aae02047182dd393fc35895d4d7a6d15a551bb4ed1cf6f74,ลำปาง,1,60,เมือง,พระบาท,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,137,304,0.4506578947368421,0.6756756756756757,0.017142857142857144,False
bc278335c2ecf68a4d14c5c76cc9fee1dadb4836884536bd2bda08658a975b6e,ลำปาง,1,3,เพิ่ม,ป่าเหลื่อม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,136,319,0.4263322884012539,0.7253668763102725,0.04046242774566474,True
188b235462977ae32ee4e62b12a1ed03d1047ac11be4d21840b036085d378032,ลำปาง,1,41,เมือง,สามชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,136,286,0.4755244755244755,0.6961206896551724,0.058823529411764705,False
f010921edd2a84c89a15532c3eaedf481b2bc448eb387e93077ba20dccc85370,ลำปาง,1,16,เมือง,เชียงใหม่,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,134,299,0.44816053511705684,1.0057142857142858,0.04261363636363636,True
54bbb628e1dac226ead0ee22ca633ebd483a7d843002dd7df6be5eafc622a020,ลำปาง,1,8,เมือง,สามย่าน,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,134,282,0.475177304964539,0.6454720616570327,0.05970149253731343,False
a70e8dfe6db1e7552be767accc81de873317832d058b2ce2b17d10aafc23826b,ลำปาง,1,59,เมือง,พระบาท,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,133,275,0.48363636363636364,0.6332665330661322,0.02531645569620253,False
0512b5ca8a8cf36beadf072816581b52227e034f9396aa52f2c14727348452de,ลำปาง,1,23,เมืองลำปาง,คันถังชัย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,132,275,0.48,0.7275132275132276,0.01818181818181818,False
ce6c2f52d14e2ee85a81a959f00ea6d4a7c79eb2e36533f081f7d0cd23d8f4c0,ลำปาง,1,61,เมือง,พระบาท,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,130,286,0.45454545454545453,0.6529774127310062,0.018867924528301886,False
ba2fce20fcb3de3481aa4e52af75d235efc9db1235d5d2cb3c28f7ba0a23b217,ลำปาง,1,63,เมือง,พระบาท,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,129,283,0.4558303886925795,0.62890625,0.040372670807453416,False
04f40d7e5403533a53ad2ab0e29126bf8593f845e0a93df07488f982ddf23ee3,ลำปาง,1,14,เมือง,บ้านเอื้อม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,129,257,0.5019455252918288,9.433333333333334,0.038869257950530034,False
1ea7cb30a2c09996218670ac2e0c2c4c052cbd401e875ee82cf24191bc84a6e7,ลำปาง,1,8,ปักธารา,เมืองฯ,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,128,302,0.423841059602649,0.7617021276595745,0.10614525139664804,True
cc5820164f37a04be1fff117c230e504938139ac0c017f0455104bc106f34c4a,ลำปาง,1,9,เมือง,บ้านเป้า,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,128,276,0.463768115942029,0.7555555555555555,0.0392156862745098,True
c672553f4a4460b160ac2fa08075035d74913d315e9c04d7ae33b5f02234cf90,ลำปาง,1,50,อำเภอ/เขต เมือง,ตำบล/แขวง/เทศบาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,128,263,0.4866920152091255,0.555765595463138,0.017006802721088437,True
b6b045fff18f8653256c2d43aeead038702515fa1bfdd92c4383c41b7f7e17af,ลำปาง,1,12,เมือง,ห้ามนำ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,128,265,0.4830188679245283,0.6056910569105691,0.03691275167785235,False
31c9279f04e0f99db4bd1c4cf9f13c97fc1d12671ef090d99e0af8884fdda6a5,ลำปาง,1,7,หัวเมืองฯ,วงศ์แก้ว,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,128,282,0.45390070921985815,0.6736842105263158,0.075,True
b47f669ae46f82c3ceb50a49add79a29ed626ee93c1a673206d478e23290d0d0,ลำปาง,1,10,ค่างฉัตร,เมืองยาว,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,126,271,0.46494464944649444,0.6617336152219874,0.0670926517571885,False
ef95b5691b49a52ddd822d17261a0d9b29fc87ad9a7e7cc194cfa8bebef1b2de,ลำปาง,1,20,เมือง,ห้องจ่าย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,126,259,0.4864864864864865,0.5991471215351812,0.017793594306049824,False
573ce095907104e89da4c11e20d9e03a7c7e31e45e459364e000f6e94cd970f4,ลำปาง,1,2,กำแพงเพชร,66043,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,126,301,0.4186046511627907,0.8475,0.05014749262536873,True
7fcf866f43d120a139cd576ac83c07852bd9f8a92a3c9d52e756d6df55d7058b,ลำปาง,1,13,เมืองลำปาง,เจียงเหลือง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,126,290,0.43448275862068964,0.6706349206349206,0.05621301775147929,False
428870e01e2467dd2e7af6535874cb41190271cf2582e7ddf1afad8a242fdbf3,ลำปาง,1,21,เมือง,หัวเวียง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,126,218,0.5779816513761468,0.6,0.03292181069958848,True
3b9c11a132d720ee8649c48a2989468b0690d706069840791ba719425957cee0,ลำปาง,1,11,เมืองลำปาง,เวียงเหนือ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,125,292,0.4280821917808219,0.6296296296296297,0.20588235294117646,False
4faa0d43b0b7b34ee7425a91a00074dd3847d879a543f773690b47ddcf4143a2,ลำปาง,1,3,เชียง,บ้านเป้า,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,125,306,0.4084967320261438,0.7184873949579832,0.029239766081871343,False
7b55eb7e724f907a5f24ece46f1a6f91c2ad63a49572e59ec40f7f6e3256dad0,ลำปาง,1,1,เมืองลำปาง,นิคมพัฒนา,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,124,292,0.4246575342465753,0.601113172541744,0.040123456790123455,True
c0451cf1e7c5773191d2c6fe4df3befb49960d8ceb3c766c66a2be888d23c0fa,ลำปาง,1,26,เมืองลำปาง,หัวเวียง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,124,245,0.5061224489795918,0.6128318584070797,0.8772563176895307,False
1586391cc96af0585527210505e5339bc08fbb2646fde0541145d2f3ff881bad,ลำปาง,1,22,เมือง,หัวเวียง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,123,244,0.5040983606557377,0.616822429906542,0.0,False
cbecbe73014d636ffca94d517635eb66bf64dd2f06a061f84b055bc805fad535,ลำปาง,1,14,นางจิตร,ฟองคอก,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,123,258,0.47674418604651164,0.7962962962962963,0.06312292358803986,False
cc6536c46598c192be716c29320e9c7db55debb3409d8f69c96f19134dea0af6,ลำปาง,1,3,อำเภอ/เขต,ตำบล/แขวง/เทศบาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,119,291,0.40893470790378006,0.7785714285714286,0.039755351681957186,False
bb19b05398629810e25ef5edc460590ef105ed0e07c6391f82920922c0d74de4,ลำปาง,1,1,ปักธิวาเขตรถาง,40,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,119,267,0.44569288389513106,0.7567567567567568,0.39285714285714285,False
c7bee79332680f699f3d6971b8e087e6024ba3d8016e9fc392bd0f2b25c3d3e2,ลำปาง,1,3,หัวเมืองฯ,แม่สัน,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,119,309,0.3851132686084142,0.7305263157894737,0.040345821325648415,True
d2384a2bd33652e80105c2c562e01f22950755d97af08a268ee208aa5a248fd3,ลำปาง,1,1,ซำจักร,เมืองยาง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,118,304,0.3881578947368421,0.9119804400977995,0.024128686327077747,True
941c14853485f8105c4f37545d4cd88645455b8b9eb3c96d2ed925dbaa8b1a22,ลำปาง,1,5,เมือง,ปุณฑาราม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,117,270,0.43333333333333335,0.702576112412178,0.06333333333333334,False
3f40a200c3f5d87105b2d6c78cc1ed3d81158a07c1b8f9ed2edcf5276a7ee9dc,ลำปาง,1,11,ห้างฉัตร,เมืองฯ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,117,321,0.3644859813084112,0.7833333333333333,0.030395136778115502,False
dd07b6e31a512cdb02b73184213f1681154aa03d73ea8a6d142f19e3a6f336e4,ลำปาง,1,10,ถาวรวิทยา,เวียงตาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,115,276,0.4166666666666667,0.7785714285714286,0.06116207951070336,True
129912318a79b4e48c89cfd46a9f91d868c5424e02ba8e2e249b76f9b2628915,ลำปาง,1,28,เมืองลำปาง,หัวเมืองอำเภอ/เขต เมืองลำปาง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,115,219,0.5251141552511416,0.6142506142506142,0.044,False
cf32649ee1944a152fdf8620da7ecdae042e61d4908d146bc64b0cdb8c987943,ลำปาง,1,64,เลื่อน,พระยา,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,115,243,0.4732510288065844,1.2372881355932204,0.08561643835616438,False
3454cdfdccd12eed9ea8e336402d5323a9f0a1b539b87f9380d03c385b752cff,ลำปาง,1,1,เชิงทะเล,เชิงทะเล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,114,262,0.4351145038167939,0.6405919661733616,0.0297029702970297,False
7ef0da48f7892624ac0519baf8dc5db75807377fd92134a3c3910b574640b8f6,ลำปาง,1,1,เมืองลำปาง,เวียงเหนือ,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,114,260,0.43846153846153846,0.6506849315068494,0.05263157894736842,False
9f68378bbc0a1b47c3b7516d66d35d4113afe10a733d6e6ca8ea5694e115ac07,ลำปาง,1,5,เมือง,บ้านเชื่อม,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,112,246,0.45528455284552843,0.7506925207756233,0.05166051660516605,False
91bab61a6f454f143bd3606de41167892712381723e632c8bf17daa6667a6ece,ลำปาง,1,7,เมือง,มานายเอื้อม,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,112,239,0.4686192468619247,0.7034120734908137,0.0708955223880597,False
04064c739bb309b8835c6af157d6ad1cf94144b35994c83b7160cee3a92283e2,ลำปาง,1,6,ทางเข้า การ,เมืองตาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,112,305,0.36721311475409835,1.4,0.2857142857142857,False
d9c704fc73262a350dc9c7011373b7df541e0def363d578304dc69135315d481,ลำปาง,1,34,เมือง,สวนดอก,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,111,255,0.43529411764705883,0.6146044624746451,0.04950495049504951,False
322de201ad83536a09b3b0b30e57ce568a531fa970259a86b6d156bed45266ed,ลำปาง,1,2,เมืองลำปาง,ทุ่งฝาย,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,111,398,0.27889447236180903,10.05,0.1791044776119403,False
67291fe4a3e340de451fba51718af370a48862bfbf0aae54ad4a680d5b278fb9,ลำปาง,1,9,ขำฉ้อครู,ปะนาเถา,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,110,277,0.3971119133574007,0.7304347826086957,0.09523809523809523,False
1c11a72209b392cbcecaff9d94339586c50d3d44561e86772c305ea1d1d27f15,ลำปาง,1,11,ซังฮัตร,เชียงตาล,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,110,230,0.4782608695652174,6.5,0.676923076923077,False
b55fcef0baa2486e49eceb39785bcbaa318dcf140d63fd5b801603beb04fc684,ลำปาง,1,4,เมืองลำปาง,ท่าฝาย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,109,260,0.41923076923076924,0.7659033078880407,0.06312292358803986,False
1374343ef3ee9734c8a7e1697a1bc569522589882e2353d79f034285d3ae52a0,ลำปาง,1,55,เมือง,สิบเอ็ด,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,109,198,0.5505050505050505,0.653179190751445,0.030973451327433628,False
e0e8e20a1f1d43969908969c593be24c70fafd019247ad9a4b69d08c0d947d0a,ลำปาง,1,4,เลื่อง,ปิยะเจียม,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,109,493,0.2210953346855984,4.706422018348624,0.06432748538011696,False
4009fb6b67e7f0e0c260541fdc08527bdbaac1cc600dbbaf1f7c9971ccd5c496,ลำปาง,1,4,หางคู,หนองหล่ม,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,108,221,0.48868778280542985,0.81875,0.03816793893129771,True
6d893080c4f03d2bf47c1f8587283001c16c3e0d8378d85180b11d6358b07022,ลำปาง,1,4,เมืองฯ,มังกรทอง,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,108,261,0.41379310344827586,0.7765042979942693,0.04797047970479705,False
4064223b3de1c88a2ef6ff0b9a30611913da07af9cb915d46f8879435b522b87,ลำปาง,1,5,เมือง,เชียงเหนียว,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,107,216,0.49537037037037035,1.4759358288770053,0.010869565217391304,False
fecde8188468aabb23c9f1cbfe31dc985751fce912a37406ac3bbe379edb351a,ลำปาง,1,47,เมือง,สยชุ่ย,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,107,257,0.4163424124513619,0.6333333333333333,0.031578947368421054,False
